BARCODE;NAMEKH;NAMEEN;NOTE;COST;VENDORID
8850348118019;ថ្នាំដុសធ្មេញផ្កាឈូក២;Dok Bua Ku toothpaste;150 g;1.2917;21
8850348110167;ថ្នាំដុសធ្មេញផ្កាឈូកពីរ ក្លិនប្រហើរ;Two Scented Toothpaste;150 g;1.8750;21
8851228004033;ថ្នាំដុសធ្មេញដាលីក្លិនក្រូច;Darlie toothpaste;2 x 140 g;2.4161;21
4891338034517;ថ្នាំដុសធ្មេញជាតិធ្យូងអំបិល;DARLIE toothpaste;75 g;0.9166;21
4891338028882;ថ្នាំដុសធ្មេញ;Darlie Blue Salt Fresh;75 g;0.9166;21
4891338021081;ថ្នាំដុសធ្មេញក្លិនប្រហើរ;DARLIE toothpaste;140 g;3.5000;21
4891338027717;ថ្នាំដុសធ្មេញជាតិអំបិល;DARLIE toothpaste;140 g;3.5000;21
4891338035743;ថ្នាំដុសធ្មេញជាតិអំបិល;DARLIE toothpaste;140 g;3.5000;21
8851228003036;ថ្នាំដុសធ្មេញក្លិនប្រហើរតែ; បៃតង DARLIE toothpaste;160 g;3.5000;21
8851228000387;ថ្នាំដុសធ្មេញ;DARLIE toothpaste;N/A;2.6666;21
8851228002022;ថ្នាំដុសធ្មេញក្លិនតែបៃតង;DARLIE toothpaste;2 x 160 g;2.4161;21
4891338028523;ថ្នាំដុសធ្វើអោយធ្មេញស;DARLIE toothpaste;2 x 140 g;2.5000;21
4891338036702;ថ្នាំដុសធ្មេញក្លិនប្រហើរ;DARLIE toothpaste;2 x 140 g;2.5000;21
8850007815556;ទឹកខ្ពុលមាត់ក្លិនសាគូរ៉ា;LISTERINE mouthwash;250 ml;1.7500;21
8857200098489;ម្សៅហ៊ុយមានក្លិនក្រអូប;TAOYEABLOK;22 g;0.8083;21
8857200098472;ម្សៅហ៊ុយមានក្លិនក្រអូប;TAOYEABLOK;22 g;0.8083;21
8857200098427;ម្សៅហ៊ុយមានក្លិនក្រអូប;TAOYEABLOK;22 g;0.8083;21
9300807041420;ថ្នាំដុសធ្មេញ Dentiste;Nighttime toothpaste;100 g;3.2500;21
9300807043424;ទឹកខ្ពុលមាត់ Dentiste;Oral Rinese;450 ml;5.5818;21
8858690027621;ថ្នាំដុសធ្មេញ;Sparkle toothpaste;100 g;3.0833;21
8858690023487;ថ្នាំដុសធ្មេញ;Sparkle toothpaste;100 g;3.0833;21
8850014991236;សំឡីទន់រូបទា;B.DUCK cotton;80 ball;0.5000;21
4894532800148;ក្រដាសសើមកូនក្មេង;WATSONS free baby;20 wipes;0.6666;21
4894532932443;ក្រដាសសើមកូនក្មេង;WATSONS moisturising baby;20 wipes;0.6666;21
4894532950478;ក្រដាសសើមកូនក្មេង;WATSONS unscented baby;20 wipes;0.6666;21
8850006936405;សាប៊ូដុំដុសមុខក្លិនក្រអូប;PROTEX bar soap;130 g;1.4583;21
8991380232148;ហ្វូមលាងមុខ L'OREAL;white perfect milky foam;100 ml;3.6682;21
8992304001192;ហ្វូមលាង ប្រឆាំងភាពរិច រិលលើមុខ;Anti-degradation cleansing foam L'OREAL;100 ml;3.6682;21
8850722300542;គ្រីមដុសខ្លួនទឹកដោះពពែ;ELIZA HELENA;1000 ml;3.0223;21
8850722300023;គ្រីមដុសខ្លួនទឹកដោះពពែ;ELIZA HELENA;1000 ml;3.0223;21
8850722093017;ហ្វូមលាងមុខ;Milky Charcoal Detoxifying;190 g;1.1250;21
8850722092928;ហ្វូមលាងមុខទឹកដោះគោ;AR deep cleansing foam;190 g;1.1250;21
8850722092751;ហ្វូមលាងមុខកន្ទុយក្រពើ;ALOE VELA;150 g;1.1250;21
8850722624129;ក្រែមលាបបបូរមាត់ក្លិនក្រូច;AR magic lip care #02;1.5 g;0.7500;21
8850722624136;ក្រែមលាបបបូរមាត់ក្លិនឈឺរី;AR magic lip care #03;1.5 g;0.7500;21
8850722624112;ក្រែមលាបមាត់ក្លិនស្ត្របឺរី;AR magic lip care #01;1.5 g;0.7500;21
8850006326220;ថ្នាំដុសធ្មេញ Colgate;Colgate toothpaste;2 x 150 g;3.3326;21
8851520080278;ថ្នាំដុសធ្មេញ Colgate;Colgate  toothpaste;100 g;3.2500;21
8851520080254;ហ្វូមលាងមុខ;ACNES clear & whitening;100 g;3.2500;21
8851520080223;ហ្វូមលាងមុខ;ACNES creamy wash;100 g;3.2500;21
8851520081015;ហ្វូមលាងមុខ ACNES; deep cleansing & whitening wash (mentholatum);100 g;3.2500;21
8992304068096;សាប៊ូកក់សំរាប់សក់ស្ងួត;L'Oreal shampoo (dry hair);450 ml;3.0000;21
8992304024368;សាប៊ូកក់ព្យាបាលសក់ខូច;L'Oreal elseve shampoo;450 ml;3.0000;21
8992304033858;ហ្វូមលាងមុខ;Garnier foam;100 ml;2.3750;21
8991380700029;ហ្វូមលាងមុខ;Garnier foam;100 ml;2.3750;21
8992304078873;សាប៊ូកក់សម្រាប់សក់ពណ៌;L'Oreal shampoo;450 ml;3.0000;21
8994993014385;សាប៊ូកក់សម្រាប់សក់ខូច;L'Oreal shampoo;450 ml;3.0000;21
8992304031281;សាប៊ូកក់ការពារសក់ជ្រុះ ;L'OREAL shampoo;450 ml;3.0000;21
8850360025074;សាប៊ូដុសខ្លួនក្លិនក្រអូប;DETTOL shower gel  (original antibacterial);500 ml;2.6666;21
8850348117012;ថ្នាំដុសធ្មេញផ្កាឈូកពីរ;Dok Bua Ku toothpaste  (original teeth protection);180 g;1.3333;21
8858910623961;គូល័រផាត់ថ្ពាល់;ODBO makeup color  (say red series C2);15 g;2.8333;21
8850006936382;សាប៊ូដុំដុសខ្លួន;PROTEX soap;160 g;1.0000;21
8850006936498;សាប៊ូដុំដុសខ្លួនក្លិនផ្កា;PROTEX soap  (flower scent);160 g;1.0000;21
8850006942130;សាប៊ូដុំដុសខ្លួនក្លិនក្រូច  ;PROTEX soap  (orange scent);160 g;1.0000;21
6930009440313;ច្រាស់ដុសធ្មេញ  ;CHIGOUR toothbrush  (extra soft since 1992);N/A;0.8333;21
4902430681537;ច្រាស់ដុសធ្មេញ  ;ORAL-B gum care bcd XS;N/A;0.7083;21
40300298961984;សំឡីជូតមុខ  ;SIS'S cotton skin care;60 pads;1.7914;21
8851072010778;សំឡីត្បារត្រចៀក  ;ARO purified cotton buds;100 pcs;0.4166;21
8992304096723;ហ្វូមលាងមុខសម្រាប់បុរស  ;GARNIER foaming gel  (oil control for men);100 ml;2.1503;21
8992304015298;ហ្វូមលាងមុខ;Garnier  Acno Fight Anti-Acne  Scrub in Foam;100 ml;2.1503;21
8992304073441;ហ្វូមលាងមុខបុរស  ;Garnier brightening foam  (power white for men);100 ml;2.1503;21
8992304009204;ស្ក្រាប់លាងមុខបំបាត់មុន  ;Garnier Men Turbo Light  Oil Control Cooling Foam;100 ml;2.1503;21
8992304047428;ហ្វូ​មលាងមុខសម្រាប់បុរស  ;Garnier super duo foam  (oil control for men);100 ml;2.1503;21
8992304039614;ហ្វូមលាងមុខសម្រាប់បុរស  ;Garnier brightening foam  (acno fight for men);100 ml;2.1503;21
8992304009167;ហ្វូមលាងមុខបុរស  ;Garnier Men foam;100 ml;2.1503;21
