4805;8851932227537;DOVE shampoo (hair fall rescue) 480ml;SOPHIE SOK;400-463;12;2026-02-14;NORETURN;N11B-C02-L2;180
4806;8851932227841;DOVE shampoo (intensive repair) 340ml;SOPHIE SOK;400-463;18;2026-01-02;NORETURN;N11B-C02-L6;180
4807;8851932452212;DOVE shampoo (long&thick) 410ml;SOPHIE SOK;400-463;1;2025-08-05;NORETURN;N11B-C01-L5;180
4808;8851932452212;DOVE shampoo (long&thick) 410ml;SOPHIE SOK;400-463;8;2025-08-16;NORETURN;N11B-C01-L5;180
4809;8851932280686;DOVE shampoo (nourishment oil care) 450ml;SOPHIE SOK;400-463;30;2024-12-22;NORETURN;N11B-C02-L4;180
4810;8851932280686;DOVE shampoo (nourishment oil care) 450ml;SOPHIE SOK;400-463;15;2025-10-15;NORETURN;N11B-C02-L4;180
4811;8851932351188;DOVE shampoo (volume nourishment) 450ml;SOPHIE SOK;400-463;19;2024-09-03;NORETURN;      FLOOR;180
4812;8851932351188;DOVE shampoo (volume nourishment) 450ml;SOPHIE SOK;400-463;37;2025-01-05;NORETURN;      FLOOR;180
4813;8851932351188;DOVE shampoo (volume nourishment) 450ml;SOPHIE SOK;400-463;4;2025-01-05;NORETURN;N11B-C01-L5;180
4814;8851932425100;DOVE shampoo anti-hairfall 450ml;SOPHIE SOK;400-463;11;2026-03-27;NORETURN;N11B-C03-L4;180
4815;8851932438582;DOVE shampoo Fresh Nourishment  340ml;SOPHIE SOK;400-463;3;2024-11-17;NORETURN;N11B-C02-L6;180
4816;8851932438582;DOVE shampoo Fresh Nourishment  340ml;SOPHIE SOK;400-463;3;2025-01-19;NORETURN;N11B-C02-L6;180
4817;8851932414937;Dove Shampoo& Conditioner 435Ml;SOPHIE SOK;400-463;4;2025-08-09;NORETURN;N11B-C01-L2;180
4818;8851932414937;Dove Shampoo& Conditioner 435Ml;SOPHIE SOK;400-463;9;2025-08-10;NORETURN;N11B-C01-L2;180
4819;8851932443975;Dove Straight &Silky 230ml;SOPHIE SOK;400-463;4;2025-06-29;NORETURN;N11B-C02-L6;180
4820;8851932443999;Dove Straight &Silky 230ml;SOPHIE SOK;400-463;6;2025-06-30;NORETURN;N11B-C02-L6;180
4821;4902430306065;Downy Mystique Linencare 370ml;SOPHIE SOK;400-463;1;2024-07-07;NORETURN;N17A-C07-L5;90
4822;9555311002553;DRAGONFLY Assorted Biscuits 600gm;SOPHIE SOK;400-463;4;2025-05-19;NORETURN;G06B-C01-L1;90
4823;8859178705819;DREAM lip and tint;SOPHIE SOK;400-463;5;2024-10-18;NORETURN;N09A-C02-L4;180
4824;8859178705826;DREAM lip and tint;SOPHIE SOK;400-463;7;2025-04-19;NORETURN;N09A-C02-L4;180
4825;8859178705826;DREAM lip and tint;SOPHIE SOK;400-463;10;2025-04-19;NORETURN;N09A-C02-L4;180
4826;8854729500400;Dreamy Bubble Milk Tea 360g;SOPHIE SOK;400-463;9;2024-09-01;NORETURN;G05A-C08-L6;90
4827;8854729500417;Dreamy Bubble Milk Tea 360g;SOPHIE SOK;400-463;10;2024-08-22;NORETURN;G05A-C08-L6;90
4828;20700399951984;Dried banana flower 250g;SOPHIE SOK;400-463;6;2024-08-04;NORETURN;G01B-C07-L1;90
4829;21000199991984;Dried Putra 500g;SOPHIE SOK;400-463;2;2024-08-04;NORETURN;G01B-C07-L5;90
4830;20200599981984;E LY tofu dessert;SOPHIE SOK;400-463;9;2024-08-01;NORETURN;G01B-C04-L1;90
4831;3414200810036;Echo Woman Davidoff 100ml;SOPHIE SOK;400-463;12;2027-12-29;NORETURN;N09A-C00-L3;90
4832;6971827490722;EGG ROLL CHOCOLATE CAKE;SOPHIE SOK;400-463;1;2024-06-16;NORETURN;G06B-C07-L5;90
4833;8850722391069;Eliza Helena Intensive Facial Mask (Charcoal&Mint)40g;SOPHIE SOK;400-463;5;2026-04-21;NORETURN;N10B-C04-L4;180
4834;8850722391083;Eliza Helena Intensive Facial Mask (Green Tea& Aloe Vera)40g;SOPHIE SOK;400-463;1;2026-04-21;NORETURN;N10B-C04-L4;180
4835;8850722300900;ELIZA HELENA shower cream (goat milk perfume) 1L;SOPHIE SOK;400-463;2;2025-03-07;NORETURN;N10B-C05-L1;180
4836;8850722300900;ELIZA HELENA shower cream (goat milk perfume) 1L;SOPHIE SOK;400-463;27;2025-03-07;NORETURN;N10A-C07-L1;180
4837;8850722300542;ELIZA HELENA shower cream (goat milk whitening) 1L;SOPHIE SOK;400-463;5;2024-12-20;NORETURN;N10B-C05-L2;180
4838;8850722300542;ELIZA HELENA shower cream (goat milk whitening) 1L;SOPHIE SOK;400-463;4;2025-01-03;NORETURN;N10B-C05-L2;180
4839;8850722300023;ELIZA HELENA shower cream (goat milk) 1L;SOPHIE SOK;400-463;5;2025-04-08;NORETURN;N10A-C07-L1;180
4840;8850722037394;Eliza Helena Skin Smoothing Powder 35g;SOPHIE SOK;400-463;7;2025-04-05;NORETURN;N10A-C01-L2;180
4841;8850722200095;ELIZA moisture UV expert protection UV50+++ 30g;SOPHIE SOK;400-463;4;2026-04-03;NORETURN;N08B-C01-L4;180
4842;8993417489129;Ellips Hair Vitamin 45ML;SOPHIE SOK;400-463;6;2026-08-30;NORETURN;N11A-C03-L5;180
4843;8850425005010;ELLSE CAKE CHOCOLATE;SOPHIE SOK;400-463;3;2024-05-06;NORETURN;G06A-C02-L6;90
4844;8850425012056;ELLSE LAYER Butter15g;SOPHIE SOK;400-463;7;2024-10-05;NORETURN;G06A-C02-L6;90
4845;8853801019915;Elracle Skin Hair Bleaching Cream;SOPHIE SOK;400-463;1;2025-08-15;NORETURN;N08A-C06-L3;90
4846;8888202027412;Enchanteur  powder (against skin irritation) 200g;SOPHIE SOK;400-463;13;2025-04-30;NORETURN;N08B-C03-L1;180
4847;8888202027429;Enchanteur  powder (against skin irritation) 200g;SOPHIE SOK;400-463;14;2025-06-30;NORETURN;N08B-C03-L1;180
4848;8888202027412;Enchanteur  powder (against skin irritation) 200g;SOPHIE SOK;400-463;19;2025-06-30;NORETURN;N08B-C03-L1;180
4849;8888202027429;Enchanteur  powder (against skin irritation) 200g;SOPHIE SOK;400-463;8;2025-07-31;NORETURN;N08B-C03-L1;180
4850;8852027430023;Enchanteur  powder (Perfumrd Talc) 200g;SOPHIE SOK;400-463;28;2025-06-30;NORETURN;N08B-C03-L1;180
4851;8888202003096;ENCHANTEUR perfumed shower gel (charming) 550ml;SOPHIE SOK;400-463;12;2026-07-24;NORETURN;N10B-C08-L5;180
4852;8888202003089;ENCHANTEUR perfumed shower gel (romantic) 550ml;SOPHIE SOK;400-463;4;2024-09-14;NORETURN;N10B-C08-L5;180
4853;8888202003089;ENCHANTEUR perfumed shower gel (romantic) 550ml;SOPHIE SOK;400-463;4;2024-11-24;NORETURN;N10B-C08-L5;180
4854;8888202003089;ENCHANTEUR perfumed shower gel (romantic) 550ml;SOPHIE SOK;400-463;2;2024-12-19;NORETURN;N10B-C08-L5;180
4855;8888202003089;ENCHANTEUR perfumed shower gel (romantic) 550ml;SOPHIE SOK;400-463;5;2025-01-17;NORETURN;N10B-C08-L5;180
4856;6982546962636;Essg Royal VIP 48H Gold;SOPHIE SOK;400-463;13;2027-02-19;NORETURN;N09B-C04-L6;90
4857;8993083938044;Eudora Butter Cookies & Assor;SOPHIE SOK;400-463;4;2024-04-12;NORETURN;G06A-C02-L5;90
4858;737052346816;Eueei By Gucci Sport Pour Homme 90ml;SOPHIE SOK;400-463;7;2028-01-25;NORETURN;N09A-C00-L3;90
4859;8850425011776;EURO custard cake Hokkaido Milk 204g;SOPHIE SOK;400-463;6;2024-05-01;NORETURN;G06A-C01-L5;90
4860;6191480200036;EXTRA VIRGIN OLIVE OIL 1L;SOPHIE SOK;400-463;6;2025-05-30;NORETURN;G03A-C00-L2;90
4861;6971388777881;Eyelash Slender Mascara 4g;SOPHIE SOK;400-463;11;2025-08-14;NORETURN;N09B-C01-L2;90
4862;6972423630949;Eyeshdow 12 Color;SOPHIE SOK;400-463;6;2024-05-12;NORETURN;N10A-C02-L2;90
4863;6972423632127;FASHION COLORBLUSHER;SOPHIE SOK;400-463;2;2025-03-09;NORETURN;N10A-C01-L2;90
4864;6972598442187;FaSiMiYu Truffle Filled Chocolate(Strawberry) 158g;SOPHIE SOK;400-463;6;2024-09-28;NORETURN;G06B-C04-L6;90
4865;6972598442170;FaSiYu Truffle Filled Chocolate(Grape) 158g;SOPHIE SOK;400-463;10;2024-09-28;NORETURN;G06B-C04-L6;90
4866;8851989033617;FINELINE laundry detergent 1400ml;SOPHIE SOK;400-463;12;2024-11-08;NORETURN;N17B-C03-LV4;180
4867;8851989033396;FINELINE laundry detergent 1400ml;SOPHIE SOK;400-463;12;2024-11-11;NORETURN;N17B-C03-LV3;180
4868;8851989033617;FINELINE laundry detergent 1400ml;SOPHIE SOK;400-463;12;2024-11-17;NORETURN;N17B-C03-LV4;180
4869;8851989033617;FINELINE laundry detergent 1400ml;SOPHIE SOK;400-463;12;2025-01-20;NORETURN;N17B-C03-LV4;180
4870;8851989034355;FINELINE laundry detergent 3000ml;SOPHIE SOK;400-463;12;2024-12-23;NORETURN;N17B-C09-LV5;180
4871;8851989033976;FINELINE laundry detergent 3000ml;SOPHIE SOK;400-463;12;2026-03-02;NORETURN;N17B-C09-LV5;180
4872;8851989033150;FINELINE laundry detergent 700ml;SOPHIE SOK;400-463;12;2024-10-07;NORETURN;N17B-C04-LV5;180
4873;8851989033990;FINELINE laundry detergent Lively Lavender 400ml;SOPHIE SOK;400-463;12;2026-01-01;NORETURN;N17B-C04-LV5;180
4874;8851989033570;FINELINE laundry detergent madnight wash 700ml;SOPHIE SOK;400-463;12;2024-09-29;NORETURN;N17B-C04-LV5;180
4875;8851989033983;FINELINE laundry detergent Purely Camellia 400ml;SOPHIE SOK;400-463;12;2026-01-22;NORETURN;N17B-C04-LV5;180
4876;8851989034119;Fineline Softener Baby Care 500ml;SOPHIE SOK;400-463;12;2024-07-01;NORETURN;N17B-C04-LV5;180
4877;8851989034119;Fineline Softener Baby Care 500ml;SOPHIE SOK;400-463;7;2024-07-24;NORETURN;N17A-C04-L5;180
4878;8851989033808;Fineline Softener Blooming Fiesh 500ml;SOPHIE SOK;400-463;8;2024-07-16;NORETURN;N17A-C04-L5;180
4879;8851989033808;Fineline Softener Blooming Fiesh 500ml;SOPHIE SOK;400-463;12;2024-07-16;NORETURN;N17B-C04-LV5;180
4880;8851989033785;Fineline Softener Dreaming Kiss 500ml;SOPHIE SOK;400-463;3;2024-07-07;NORETURN;N17A-C04-L5;180
4881;8851989033785;Fineline Softener Dreaming Kiss 500ml;SOPHIE SOK;400-463;12;2024-07-07;NORETURN;N17B-C04-LV5;180
4882;8851989034102;Fineline Softener Peach Blossom 500ml;SOPHIE SOK;400-463;4;2024-07-20;NORETURN;N17A-C03-L4;180
4883;8851989034102;Fineline Softener Peach Blossom 500ml;SOPHIE SOK;400-463;12;2024-07-20;NORETURN;N17B-C03-LV4;180
4884;8851989033792;Fineline Softener Sweetie Pink 500ml;SOPHIE SOK;400-463;8;2024-07-14;NORETURN;N17A-C04-L4;180
4885;8851989033792;Fineline Softener Sweetie Pink 500ml;SOPHIE SOK;400-463;12;2024-07-14;NORETURN;N17B-C04-LV4;180
4886;8851989034430;Fineline Softener Violet Dream  500ml;SOPHIE SOK;400-463;5;2024-07-26;NORETURN;N17A-C04-L5;180
4887;8851989034430;Fineline Softener Violet Dream  500ml;SOPHIE SOK;400-463;12;2024-07-26;NORETURN;N17B-C04-LV5;180
4888;6903072407316;Flower party color eyeshadow 8g;SOPHIE SOK;400-463;5;2025-02-25;NORETURN;N10A-C01-L4;90
4889;8852027601751;FLUOCARIL mouthwash zero% alcohol cherry mint 500ml;SOPHIE SOK;400-463;11;2024-09-27;NORETURN;N12B-C01-L4;180
4890;8852027401160;FLUOCARIL mouthwash zero% alcohol double mint 500ml;SOPHIE SOK;400-463;8;2024-05-26;NORETURN;N12B-C01-L4;90
4891;8852027401160;FLUOCARIL mouthwash zero% alcohol double mint 500ml;SOPHIE SOK;400-463;8;2024-09-24;NORETURN;N12B-C01-L4;90
4892;8852027600617;FLUOCARIL mouthwash zero% alcohol lemon mint 500ml;SOPHIE SOK;400-463;5;2024-05-27;NORETURN;N12B-C01-L4;180
4893;8852027600617;FLUOCARIL mouthwash zero% alcohol lemon mint 500ml;SOPHIE SOK;400-463;5;2024-05-27;NORETURN;N12B-C01-L4;180
4894;8852027600617;FLUOCARIL mouthwash zero% alcohol lemon mint 500ml;SOPHIE SOK;400-463;7;2024-09-27;NORETURN;N12B-C01-L4;180
4895;8852027422158;FLUOCARIL toothpaste orange 6years+ 65g;SOPHIE SOK;400-463;5;2024-08-09;NORETURN;N13A-C06-L1;180
4896;8855295000110;FOOD COLOUR Apple Green 1x5pcs;SOPHIE SOK;400-463;7;2027-03-01;NORETURN;G01A-C07-L2;90
4897;8855295002428;FOOD COLOUR Egg Yellow 1x5pcs;SOPHIE SOK;400-463;20;2027-03-01;NORETURN;G01A-C07-L2;90
4898;8855295000011;FOOD COLOUR Orange Red 1x5pcs;SOPHIE SOK;400-463;18;2027-03-01;NORETURN;G01A-C07-L2;90
4899;8855295000219;FOOD COLOUR Yellow 1x5pcs;SOPHIE SOK;400-463;14;2027-03-01;NORETURN;G01A-C07-L2;90
4900;8858694621382;Football candy (chocolate flavor) 168g;SOPHIE SOK;400-463;4;2024-08-11;NORETURN;G07B-C02-L6;90
4901;9555047006740;Foran Rose 4x moisturising Shower Cream 300ml;SOPHIE SOK;400-463;14;2027-02-28;NORETURN;N10B-C08-L4;180
4902;9555047006610;Foran White 4X Moisturising Shower Cream 300ml;SOPHIE SOK;400-463;12;2025-12-30;NORETURN;N10B-C08-L4;90
4903;20100218991984;Fried Rice with dry pork 250g;SOPHIE SOK;400-463;10;2024-07-30;NORETURN;G04A-C08-L2;90
4904;20900299971984;Fried Rice with Pork Floss 200gm;SOPHIE SOK;400-463;11;2024-06-30;NORETURN;G04A-C08-L2;90
4905;8850094277909;Fruity Narak Baby Shampoo 500ml;SOPHIE SOK;400-463;19;2025-06-01;NORETURN;N13A-C03-L6;90
4906;9556023210205;FUDO layer cake banana cream flavoured 416g;SOPHIE SOK;400-463;5;2024-07-31;NORETURN;G06A-C01-L4;90
4907;9556023218911;FUDO layer cake banana cream flavoured 416g;SOPHIE SOK;400-463;8;2024-05-29;NORETURN;G06A-C01-L4;90
4908;9556023211233;FUDO layer cake strawberry cream flavour 416g;SOPHIE SOK;400-463;10;2024-04-28;NORETURN;G06A-C01-L4;90
4909;8859159203075;GALONG (goat milk mix collagen soap) 150g;SOPHIE SOK;400-463;59;2025-11-09;NORETURN;N11A-C07-L1;180
4910;8859159203075;GALONG (goat milk mix collagen soap) 150g;SOPHIE SOK;400-463;89;2026-01-24;NORETURN;N11A-C07-L1;180
4911;8859159202252;GALONG (orange vit c&e soap) 150g;SOPHIE SOK;400-463;11;2025-11-09;NORETURN;N11A-C09-L5;180
4912;8859159202252;GALONG (orange vit c&e soap) 150g;SOPHIE SOK;400-463;68;2026-01-24;NORETURN;N11A-C07-L1;180
4913;8859159202948;GALONG (rice milk mix mineral water soap) 150g;SOPHIE SOK;400-463;1;2025-06-17;NORETURN;N11A-C07-L1;180
4914;8994993011674;Ganier Sakura Glow 30X Hyaluron Booster Facial Serum 30ml.;SOPHIE SOK;400-463;3;2025-04-30;NORETURN;N08B-C02-L5;180
4915;8994993011674;Ganier Sakura Glow 30X Hyaluron Booster Facial Serum 30ml.;SOPHIE SOK;400-463;3;2025-05-31;NORETURN;N08B-C02-L5;180
4916;8994993011674;Ganier Sakura Glow 30X Hyaluron Booster Facial Serum 30ml.;SOPHIE SOK;400-463;3;2025-10-31;NORETURN;N08B-C02-L5;180
4917;6923700970159;GANIER sakura serum mask 28gm;SOPHIE SOK;400-463;72;2026-03-30;NORETURN;N10B-C01-L1;90
4918;6923700993318;GANIER serum power mask 21gm;SOPHIE SOK;400-463;38;2025-03-30;NORETURN;N10B-C01-L1;90
4919;6923700993318;GANIER serum power mask 21gm;SOPHIE SOK;400-463;19;2025-04-30;NORETURN;N10B-C01-L1;90
4920;89782013750;Garden Brand Family assorted flavour biscuit 1340g;SOPHIE SOK;400-463;3;2024-11-11;NORETURN;G06B-C01-L5;90
4921;89782013668;Garden Brand Premium Family Assorted Biscuits 1200g;SOPHIE SOK;400-463;3;2024-11-11;NORETURN;G06B-C01-L5;90
4922;6923700993325;Garnier 2X Power Vitamin B5 Serum Mask 21g;SOPHIE SOK;400-463;10;2025-02-28;NORETURN;N10B-C01-L1;90
4923;6923700993325;Garnier 2X Power Vitamin B5 Serum Mask 21g;SOPHIE SOK;400-463;34;2025-03-30;NORETURN;N10B-C01-L1;90
4924;8994993011421;Garnier Bright Complete 30X Vitamin C Booster Serum 30ml;SOPHIE SOK;400-463;1;2025-05-31;NORETURN;N08B-C02-L5;180
4925;8994993011421;Garnier Bright Complete 30X Vitamin C Booster Serum 30ml;SOPHIE SOK;400-463;8;2026-01-31;NORETURN;N08B-C02-L5;180
4926;8994993018222;Garnier Bright Complete Anti-Acne Cleansing Foam 100ml;SOPHIE SOK;400-463;10;2025-08-31;NORETURN;N08B-C06-L4;180
4927;8994993018222;Garnier Bright Complete Anti-Acne Cleansing Foam 100ml;SOPHIE SOK;400-463;10;2025-09-30;NORETURN;N08B-C06-L4;180
4928;6970175253959;Garnier Bright Complete Vitamin C Serum Mask 28g;SOPHIE SOK;400-463;5;2026-03-30;NORETURN;N10B-C01-L1;90
4929;6970175253959;Garnier Bright Complete Vitamin C Serum Mask 28g;SOPHIE SOK;400-463;19;2026-04-30;NORETURN;N10B-C01-L1;90
4930;8992304039614;GARNIER brightening foam (acno fight for men) 100ml;SOPHIE SOK;400-463;22;2025-01-31;NORETURN;N08B-C08-L6;180
4931;8992304039614;GARNIER brightening foam (acno fight for men) 100ml;SOPHIE SOK;400-463;7;2025-04-30;NORETURN;N08B-C08-L6;180
4932;8992304073441;GARNIER brightening foam (power white for men) 100ml;SOPHIE SOK;400-463;12;2025-03-31;NORETURN;N08B-C08-L5;180
4933;8994993013869;GARNIER cleansing water (skin naturals vitamin C) 400ml;SOPHIE SOK;400-463;11;2026-01-31;NORETURN;N08B-C05-L6;180
4934;8994993007950;GARNIER foam (sakura white pinkish glow) 150g;SOPHIE SOK;400-463;22;2025-08-31;NORETURN;N08B-C06-L6;180
4935;8994993013623;GARNIER hand cream (sakura white moisturizing) 50ml;SOPHIE SOK;400-463;9;2025-03-31;NORETURN;N08B-C01-L2;180
4936;6970175253645;GARNIER Hydra Serum Mask 28g;SOPHIE SOK;400-463;30;2026-03-30;NORETURN;N10B-C02-L1;90
4937;6923700950786;GARNIER Hydra Serum Mask Night 28gm;SOPHIE SOK;400-463;68;2026-05-03;NORETURN;N10B-C01-L1;90
4938;6923700979985;GARNIER MEN Acno Fight Super Mask 22g;SOPHIE SOK;400-463;22;2025-03-30;NORETURN;N10B-C04-L3;90
4939;8992304096723;Garnier Men Oil Control Matcha Deep Clean Foaming Gel 100ml;SOPHIE SOK;400-463;18;2025-08-31;NORETURN;N08B-C08-L6;180
4940;6902395502005;Garnier Micellar Cleansing Water Even for Sensitive Skin 400ml;SOPHIE SOK;400-463;18;2025-11-30;NORETURN;N08B-C05-L6;90
4941;8994993019670;Garnier Micellar Cleansing Water Salicylic BHA 400ml;SOPHIE SOK;400-463;6;2025-10-31;NORETURN;N08B-C05-L6;180
4942;8994993019670;Garnier Micellar Cleansing Water Salicylic BHA 400ml;SOPHIE SOK;400-463;5;2027-10-02;NORETURN;N08B-C05-L6;180
4943;8994993013852;GARNIER micellar cleansing water(vitamin c) 125ml;SOPHIE SOK;400-463;26;2026-04-30;NORETURN;N08B-C05-L5;180
4944;8994993015160;Garnier Skin Naturals Bright Complete 3in1 Anti-Acne 90 ml;SOPHIE SOK;400-463;27;2024-08-31;NORETURN;N08B-C08-L5;180
4945;8994993019663;GARNIER Skin naturals Micellar Cleansing Water 125ml;SOPHIE SOK;400-463;23;2025-10-31;NORETURN;N08B-C05-L5;180
4946;8992304047428;GARNIER super duo foam (oil control for men) 100ml;SOPHIE SOK;400-463;6;2024-12-31;NORETURN;N08B-C08-L5;180
4947;8991380700050;GARNIER whitening serum cream spf 30 50ml;SOPHIE SOK;400-463;8;2024-08-31;NORETURN;N08B-C01-L6;180
4948;8850904140058;GIFFARINE scar gel 15g;SOPHIE SOK;400-463;5;2026-01-19;NORETURN;N08B-C03-L3;90
4949;8858994441819;GINA GLAM princess dreamer eye shadow no:01;SOPHIE SOK;400-463;4;2024-11-22;NORETURN;N10A-C01-L3;180
4950;8858994441826;GINA GLAM princess dreamer eye shadow no:02;SOPHIE SOK;400-463;6;2024-11-22;NORETURN;N10A-C01-L3;180
4951;9555206502083;Ginna Double Moisturizing Milk Bath;SOPHIE SOK;400-463;5;2026-05-30;NORETURN;N10B-C05-L1;180
4952;9555206502083;Ginna Double Moisturizing Milk Bath;SOPHIE SOK;400-463;11;2027-04-30;NORETURN;N10B-C05-L1;180
4953;8850175011392;Glade Automatic Spray Lavender & Vanilla 269ml;SOPHIE SOK;400-463;12;2024-09-07;NORETURN;N16B-C04-LV1;180
4954;8850175011392;Glade Automatic Spray Lavender & Vanilla 269ml;SOPHIE SOK;400-463;12;2024-09-07;NORETURN;N16B-C04-LV1;180
4955;9555222610304;Glade Automatic Spray Peony and Berry Bliss 269ml;SOPHIE SOK;400-463;2;2024-07-21;NORETURN;N16A-C04-L1;180
4956;9555222610304;Glade Automatic Spray Peony and Berry Bliss 269ml;SOPHIE SOK;400-463;12;2024-07-21;NORETURN;N16B-C04-LV1;180
4957;9555222610465;Glade Automatic Spray Sakura and Waterlily 269ml.;SOPHIE SOK;400-463;12;2024-11-24;NORETURN;N16B-C04-LV1;90
4958;9555222610465;Glade Automatic Spray Sakura and Waterlily 269ml.;SOPHIE SOK;400-463;12;2024-11-24;NORETURN;N16B-C04-LV1;90
4959;9555222605522;Glade Autospray Morning Freshness Starter 269ml;SOPHIE SOK;400-463;12;2024-08-22;NORETURN;N16B-C04-LV1;180
4960;8850175012276;Glade Scented Gel Lavender 180g;SOPHIE SOK;400-463;12;2025-07-20;NORETURN;N16B-C03-LV6;180
4961;8850175012283;Glade Scented Gel Lemon 180g;SOPHIE SOK;400-463;12;2025-06-23;NORETURN;N16B-C03-LV6;180
4962;9557071002729;Goat's Milk Shower Cream 2000ml;SOPHIE SOK;400-463;4;2027-02-22;NORETURN;N10A-C04-L1;90
4963;9557071002729;Goat's Milk Shower Cream 2000ml;SOPHIE SOK;400-463;2;2027-03-13;NORETURN;N10A-C04-L1;90
4964;8859191335796;GOLD 24K facial cream (whitening skin anti-melasma) 15g;SOPHIE SOK;400-463;9;2024-12-08;NORETURN;N08B-C02-L6;180
4965;8859191335796;GOLD 24K facial cream (whitening skin anti-melasma) 15g;SOPHIE SOK;400-463;3;2025-03-19;NORETURN;N08B-C02-L6;180
4966;8858994408607;GOLD COLLAGEN;SOPHIE SOK;400-463;11;2028-01-26;NORETURN;N09B-C01-L3;180
4967;6921101203524;Good jelly coconut lychee flavor 225g;SOPHIE SOK;400-463;19;2024-12-18;NORETURN;G07B-C05-L5;90
4968;8858152021037;GOODY mini jelly mixed flavor 165g;SOPHIE SOK;400-463;1;2024-08-07;NORETURN;G07B-C05-L3;90
4969;8857102910742;GRACE natural deodorant aloevera 50g;SOPHIE SOK;400-463;2;2025-01-03;NORETURN;N09B-C06-L6;180
4970;8857102910742;GRACE natural deodorant aloevera 50g;SOPHIE SOK;400-463;5;2025-07-01;NORETURN;N09B-C06-L6;180
4971;8857102910766;GRACE natural deodorant mangosteen 50g;SOPHIE SOK;400-463;3;2025-01-03;NORETURN;N09B-C06-L6;180
4972;8857102910766;GRACE natural deodorant mangosteen 50g;SOPHIE SOK;400-463;22;2025-07-01;NORETURN;N09B-C06-L6;180
4973;8857102910759;GRACE natural deodorant turmeric 50g;SOPHIE SOK;400-463;11;2025-01-03;NORETURN;N09B-C06-L6;180
4974;8857102910759;GRACE natural deodorant turmeric 50g;SOPHIE SOK;400-463;28;2025-07-01;NORETURN;N09B-C06-L6;180
4975;8855673482118;GREEN aloe vera gel natural 99% repair skin 40g;SOPHIE SOK;400-463;23;2028-04-22;NORETURN;N11A-C01-L3;180
4976;6939873088829;Green Fruit Island Coconut Candy 1Kg;SOPHIE SOK;400-463;9;2025-06-18;NORETURN;G07B-C07-L1;90
4977;8859407610310;Grinny Chocolalte Coated Snack Filled With Chcolate Crean 15g;SOPHIE SOK;400-463;8;2024-09-12;NORETURN;G06A-C04-L3;90
4978;8859407610358;Grinny Coated Snack Filled with Green Tea Cream 15g;SOPHIE SOK;400-463;5;2024-09-02;NORETURN;G06A-C04-L3;90
4979;737052626062;Gucci Gilty Black Eau de Toilette 75ml;SOPHIE SOK;400-463;2;2027-11-15;NORETURN;N09B-C04-L4;90
4980;8851144101243;Hair Treatment Mask-Pink 250ml;SOPHIE SOK;400-463;32;2027-04-20;NORETURN;N11B-C08-L3;180
4981;6902265300212;Haitian Signature Sauce For Rice 300g;SOPHIE SOK;400-463;27;2024-11-28;NORETURN;G02A-C01-L5;90
4982;3222149;HALON sunscreen;SOPHIE SOK;400-463;17;2026-01-31;NORETURN;N08B-C03-L3;90
4983;6922840575484;HANBOLI Lipstick 3.2g;SOPHIE SOK;400-463;3;2024-08-15;NORETURN;N09A-C02-L4;90
4984;4504242872013;HANI earplugs;SOPHIE SOK;400-463;3;2025-02-14;NORETURN;N12A-C01-L5;90
4985;6973868070123;HASAYA GIRL Air Velvet Lip Gloss;SOPHIE SOK;400-463;1;2028-02-03;NORETURN;N09B-C01-L2;90
4986;4513574031302;HATOMUGI ACNE CARE FOAM;SOPHIE SOK;400-463;6;2025-05-04;NORETURN;N08B-C07-L3;90
4987;4513574033955;Hatomugi UV Care & Moisturizing;SOPHIE SOK;400-463;4;2028-03-03;NORETURN;N10B-C04-L4;90
4988;4513574033955;Hatomugi UV Care & Moisturizing;SOPHIE SOK;400-463;27;2028-04-24;NORETURN;N10B-C04-L4;90
4989;4513574035997;Hatomugi UV Care& Tone Up;SOPHIE SOK;400-463;21;2028-04-19;NORETURN;N10B-C04-L4;90
4990;8858694621467;Heart candy (chocolate flavor) 168g;SOPHIE SOK;400-463;7;2024-08-22;NORETURN;G07B-C02-L7;90
4991;9588552340801;HEART Rites Gathering Assorted Cookies 260g;SOPHIE SOK;400-463;12;2024-07-01;NORETURN;G06A-C02-L5;90
4992;6933607100177;Heng Heng Bean Curd;SOPHIE SOK;400-463;28;2025-05-28;NORETURN;G02A-C01-L7;90
4993;8857125592291;HERBAL buddy hair remover with peppermint;SOPHIE SOK;400-463;3;2026-02-24;NORETURN;N10A-C03-L4;90
4994;41600699991984;Herbal Curcumin Cream;SOPHIE SOK;400-463;3;2027-10-26;NORETURN;N08B-C02-L4;90
4995;6973027200965;HERORANGE Lipstick 2.2g;SOPHIE SOK;400-463;10;2026-02-02;NORETURN;N09B-C01-L2;90
4996;6970991851124;Hnpyotic Poison Oicr 100Ml;SOPHIE SOK;400-463;1;2026-08-12;NORETURN;N09B-C04-L2;90
4997;8847107941216;HOME CHILLI paste grilled fish flavor (spicy 10%) 350g;SOPHIE SOK;400-463;3;2024-08-02;NORETURN;G02A-C01-L4;90
4998;8847107941414;HOME CHILLI paste grilled fish flavor (spicy 50%) 350g;SOPHIE SOK;400-463;1;2024-08-03;NORETURN;G02A-C01-L4;90
4999;8851427017346;Homm Shower Cream Goat Milk 1000g;SOPHIE SOK;400-463;4;2025-02-28;NORETURN;N10A-C07-L2;180
